	annotatorLabels	genre	goldLabels	pairID	promptID	sentence1	sentence1BinaryParse	sentence1Parse	sentence2	sentence2BinaryParse	sentence2Parse	tokenizedSentence1	gongLabelSentence1	tokenizedSentence2	gongLabelSentence2
10	contradiction	telephone	contradiction	7287c	7287	is running them from here to there in the car	( is ( ( ( ( running them ) ( from here ) ) ( to there ) ) ( in ( the car ) ) ) )	(ROOT (FRAG (VP (VBZ is) (VP (VBG running) (NP (PRP them)) (PP (IN from) (NP (RB here))) (PP (TO to) (NP (RB there))) (PP (IN in) (NP (DT the) (NN car)))))))	Are you using a bicycle to go here to there?	( ( ( Are you ) ( using ( a ( bicycle ( to ( ( go here ) ( to there ) ) ) ) ) ) ) ? )	(ROOT (SQ (VBP Are) (NP (PRP you)) (VP (VBG using) (NP (DT a) (NN bicycle) (S (VP (TO to) (VP (VB go) (ADVP (RB here)) (PP (TO to) (NP (RB there)))))))) (. ?)))	['<s>', 'is', 'Ġrunning', 'Ġthem', 'Ġfrom', 'Ġhere', 'Ġto', 'Ġthere', 'Ġin', 'Ġthe', 'Ġcar', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Are', 'Ġyou', 'Ġusing', 'Ġa', 'Ġbicycle', 'Ġto', 'Ġgo', 'Ġhere', 'Ġto', 'Ġthere', '?', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0]
11	contradiction	government	contradiction	106096c	106096	France, on the other hand, has densely populated cities but no areas as sparsely settled as in the United States.	( ( ( ( France , ) ( on ( the ( other hand ) ) ) ) , ) ( ( ( has densely ) ( ( ( populated ( cities ( but ( no areas ) ) ) ) ( as ( sparsely ( settled as ) ) ) ) ( in ( the ( United States ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP France)) (, ,) (PP (IN on) (NP (DT the) (JJ other) (NN hand))) (, ,)) (VP (VBZ has) (ADVP (RB densely)) (VP (VBN populated) (NP (NP (NNS cities)) (PP (CC but) (NP (DT no) (NNS areas)))) (PP (IN as) (ADJP (RB sparsely) (JJ settled) (RB as))) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))) (. .)))	France has population sparse areas like the United States.	( France ( ( has ( ( population ( sparse areas ) ) ( like ( the ( United States ) ) ) ) ) . ) )	(ROOT (S (NP (NNP France)) (VP (VBZ has) (NP (NP (NN population) (NN sparse) (NNS areas)) (PP (IN like) (NP (DT the) (NNP United) (NNPS States))))) (. .)))	['<s>', 'France', ',', 'Ġon', 'Ġthe', 'Ġother', 'Ġhand', ',', 'Ġhas', 'Ġdensely', 'Ġpopulated', 'Ġcities', 'Ġbut', 'Ġno', 'Ġareas', 'Ġas', 'Ġsparse', 'ly', 'Ġsettled', 'Ġas', 'Ġin', 'Ġthe', 'ĠUnited', 'ĠStates', '.', '</s>']	[0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'France', 'Ġhas', 'Ġpopulation', 'Ġsparse', 'Ġareas', 'Ġlike', 'Ġthe', 'ĠUnited', 'ĠStates', '.', '</s>']	[0 0 1 0 0 0 0 0 0 0 0 0]
12	contradiction	government	contradiction	138325c	138325	Most of the labor is necessary for the construction of the facility.	( ( Most ( of ( the labor ) ) ) ( ( is ( necessary ( for ( ( the construction ) ( of ( the facility ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (JJS Most)) (PP (IN of) (NP (DT the) (NN labor)))) (VP (VBZ is) (ADJP (JJ necessary) (PP (IN for) (NP (NP (DT the) (NN construction)) (PP (IN of) (NP (DT the) (NN facility))))))) (. .)))	Little to no labor was required in the construction of the facility.	( ( Little ( to ( no labor ) ) ) ( ( was ( required ( in ( ( the construction ) ( of ( the facility ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP Little)) (PP (TO to) (NP (DT no) (NN labor)))) (VP (VBD was) (VP (VBN required) (PP (IN in) (NP (NP (DT the) (NN construction)) (PP (IN of) (NP (DT the) (NN facility))))))) (. .)))	['<s>', 'Most', 'Ġof', 'Ġthe', 'Ġlabor', 'Ġis', 'Ġnecessary', 'Ġfor', 'Ġthe', 'Ġconstruction', 'Ġof', 'Ġthe', 'Ġfacility', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Little', 'Ġto', 'Ġno', 'Ġlabor', 'Ġwas', 'Ġrequired', 'Ġin', 'Ġthe', 'Ġconstruction', 'Ġof', 'Ġthe', 'Ġfacility', '.', '</s>']	[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
13	contradiction	fiction	contradiction	77890c	77890	Tommy deeply regretted that it was he who had entered first.	( Tommy ( ( deeply ( regretted ( that ( it ( was ( he ( who ( had ( entered first ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Tommy)) (VP (ADVP (RB deeply)) (VBN regretted) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD was) (NP (NP (PRP he)) (SBAR (WHNP (WP who)) (S (VP (VBD had) (VP (VBN entered) (ADVP (RB first))))))))))) (. .)))	Tommy was happy to have been the one to enter first.	( Tommy ( ( was ( happy ( to ( have ( been ( the ( one ( to ( enter first ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Tommy)) (VP (VBD was) (ADJP (JJ happy) (S (VP (TO to) (VP (VB have) (VP (VBN been) (NP (DT the) (NN one) (S (VP (TO to) (VP (VB enter) (ADVP (RB first)))))))))))) (. .)))	['<s>', 'Tom', 'my', 'Ġdeeply', 'Ġregretted', 'Ġthat', 'Ġit', 'Ġwas', 'Ġhe', 'Ġwho', 'Ġhad', 'Ġentered', 'Ġfirst', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Tom', 'my', 'Ġwas', 'Ġhappy', 'Ġto', 'Ġhave', 'Ġbeen', 'Ġthe', 'Ġone', 'Ġto', 'Ġenter', 'Ġfirst', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
14	contradiction	telephone	contradiction	99145c	99145	oh that would be really tough	( oh ( that ( would ( be ( really tough ) ) ) ) )	(ROOT (S (VP (VB oh) (SBAR (IN that) (S (VP (MD would) (VP (VB be) (ADJP (RB really) (JJ tough)))))))))	If so, that would make it very easy.	( ( If so ) ( , ( that ( ( would ( make ( it ( very easy ) ) ) ) . ) ) ) )	(ROOT (S (SBAR (IN If) (FRAG (ADVP (RB so)))) (, ,) (NP (DT that)) (VP (MD would) (VP (VB make) (S (NP (PRP it)) (ADJP (RB very) (JJ easy))))) (. .)))	['<s>', 'oh', 'Ġthat', 'Ġwould', 'Ġbe', 'Ġreally', 'Ġtough', '</s>']	[0 0 1 0 0 0 1 0]	['<s>', 'If', 'Ġso', ',', 'Ġthat', 'Ġwould', 'Ġmake', 'Ġit', 'Ġvery', 'Ġeasy', '.', '</s>']	[0 0 0 0 1 0 1 0 0 0 0 0]
15	contradiction	government	contradiction	39120c	39120	However, he thought the human subjects aspect might not belong, because human subjects issues will not affect screening and intervention on a daily basis in the clinical setting.	( However ( , ( he ( ( ( ( thought ( ( the ( human ( subjects aspect ) ) ) ( ( might not ) belong ) ) ) , ) ( because ( ( human ( subjects issues ) ) ( ( will not ) ( ( affect ( ( screening and ) intervention ) ) ( on ( ( a ( daily basis ) ) ( in ( the ( clinical setting ) ) ) ) ) ) ) ) ) ) . ) ) ) )	(ROOT (S (ADVP (RB However)) (, ,) (NP (PRP he)) (VP (VBD thought) (SBAR (S (NP (DT the) (JJ human) (NNS subjects) (NN aspect)) (VP (MD might) (RB not) (VP (VB belong))))) (, ,) (SBAR (IN because) (S (NP (JJ human) (NNS subjects) (NNS issues)) (VP (MD will) (RB not) (VP (VB affect) (NP (NN screening) (CC and) (NN intervention)) (PP (IN on) (NP (NP (DT a) (JJ daily) (NN basis)) (PP (IN in) (NP (DT the) (JJ clinical) (NN setting)))))))))) (. .)))	He thought the human subjects aspects belong in clinical settings. 	( He ( ( thought ( ( the ( human ( subjects aspects ) ) ) ( belong ( in ( clinical settings ) ) ) ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD thought) (SBAR (S (NP (DT the) (JJ human) (NNS subjects) (NNS aspects)) (VP (VBP belong) (PP (IN in) (NP (JJ clinical) (NNS settings))))))) (. .)))	['<s>', 'However', ',', 'Ġhe', 'Ġthought', 'Ġthe', 'Ġhuman', 'Ġsubjects', 'Ġaspect', 'Ġmight', 'Ġnot', 'Ġbelong', ',', 'Ġbecause', 'Ġhuman', 'Ġsubjects', 'Ġissues', 'Ġwill', 'Ġnot', 'Ġaffect', 'Ġscreening', 'Ġand', 'Ġintervention', 'Ġon', 'Ġa', 'Ġdaily', 'Ġbasis', 'Ġin', 'Ġthe', 'Ġclinical', 'Ġsetting', '.', '</s>']	[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0]	['<s>', 'He', 'Ġthought', 'Ġthe', 'Ġhuman', 'Ġsubjects', 'Ġaspects', 'Ġbelong', 'Ġin', 'Ġclinical', 'Ġsettings', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 1 1 1 0 1 0 0 0]
16	contradiction	slate	contradiction	134664c	134664	The basic problem, as I've argued before, is Clinton's lack of respect for civil liberties, exacerbated in this instance by a lack of understanding beyond the vice president's office of what is at stake in the development of the Internet.	( ( ( ( ( The ( basic problem ) ) , ) ( as ( I ( 've ( argued before ) ) ) ) ) , ) ( ( is ( ( ( ( ( Clinton 's ) lack ) ( of ( respect ( for ( civil liberties ) ) ) ) ) , ) ( ( exacerbated ( in ( this instance ) ) ) ( by ( ( a lack ) ( of ( understanding ( beyond ( ( ( the ( vice ( president 's ) ) ) office ) ( of ( what ( is ( at ( stake ( in ( ( the development ) ( of ( the Internet ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (JJ basic) (NN problem)) (, ,) (SBAR (IN as) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN argued) (ADVP (RB before)))))) (, ,)) (VP (VBZ is) (NP (NP (NP (NNP Clinton) (POS 's)) (NN lack)) (PP (IN of) (NP (NP (NN respect)) (PP (IN for) (NP (JJ civil) (NNS liberties))))) (, ,) (VP (VBN exacerbated) (PP (IN in) (NP (DT this) (NN instance))) (PP (IN by) (NP (NP (DT a) (NN lack)) (PP (IN of) (S (VP (VBG understanding) (PP (IN beyond) (NP (NP (NP (DT the) (NN vice) (NN president) (POS 's)) (NN office)) (PP (IN of) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (PP (IN at) (NP (NP (NN stake)) (PP (IN in) (NP (NP (DT the) (NN development)) (PP (IN of) (NP (DT the) (NN Internet))))))))))))))))))))) (. .)))	Clinton has demonstrated a great respect for civil liberties.	( Clinton ( ( has ( demonstrated ( ( a ( great respect ) ) ( for ( civil liberties ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Clinton)) (VP (VBZ has) (VP (VBN demonstrated) (NP (NP (DT a) (JJ great) (NN respect)) (PP (IN for) (NP (JJ civil) (NNS liberties)))))) (. .)))	"['<s>', 'The', 'Ġbasic', 'Ġproblem', ',', 'Ġas', 'ĠI', ""'ve"", 'Ġargued', 'Ġbefore', ',', 'Ġis', 'ĠClinton', ""'s"", 'Ġlack', 'Ġof', 'Ġrespect', 'Ġfor', 'Ġcivil', 'Ġliberties', ',', 'Ġexacerbated', 'Ġin', 'Ġthis', 'Ġinstance', 'Ġby', 'Ġa', 'Ġlack', 'Ġof', 'Ġunderstanding', 'Ġbeyond', 'Ġthe', 'Ġvice', 'Ġpresident', ""'s"", 'Ġoffice', 'Ġof', 'Ġwhat', 'Ġis', 'Ġat', 'Ġstake', 'Ġin', 'Ġthe', 'Ġdevelopment', 'Ġof', 'Ġthe', 'ĠInternet', '.', '</s>']"	"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 1 0 1 0 0 0 0 0 0 0]"	['<s>', 'Clinton', 'Ġhas', 'Ġdemonstrated', 'Ġa', 'Ġgreat', 'Ġrespect', 'Ġfor', 'Ġcivil', 'Ġliberties', '.', '</s>']	[0 0 0 0 0 1 0 0 0 0 0 0]
17	contradiction	fiction	contradiction	55937c	55937	"But, seriously, in spite of what I heard you say to the detectives, you surely cannot still believe in the possibility of Alfred Inglethorp's innocence?"""	( But ( , ( seriously ( , ( ( in ( spite ( of ( what ( I ( heard ( you ( say ( to ( the detectives ) ) ) ) ) ) ) ) ) ) ( , ( you ( surely ( ( ( ( ( can not ) still ) ( believe ( in ( ( the possibility ) ( of ( ( Alfred ( Inglethorp 's ) ) innocence ) ) ) ) ) ) ? ) '' ) ) ) ) ) ) ) ) )	(ROOT (S (CC But) (, ,) (ADVP (RB seriously)) (, ,) (PP (IN in) (NP (NP (NN spite)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD heard) (SBAR (S (NP (PRP you)) (VP (VBP say) (PP (TO to) (NP (DT the) (NNS detectives)))))))))))) (, ,) (NP (PRP you)) (ADVP (RB surely)) (VP (MD can) (RB not) (ADVP (RB still)) (VP (VB believe) (PP (IN in) (NP (NP (DT the) (NN possibility)) (PP (IN of) (NP (NP (NNP Alfred) (NNP Inglethorp) (POS 's)) (NN innocence))))))) (. ?) ('' '')))	He was proven innocent by the detectives.	( He ( ( was ( ( proven innocent ) ( by ( the detectives ) ) ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD was) (VP (VBN proven) (ADJP (JJ innocent)) (PP (IN by) (NP (DT the) (NNS detectives))))) (. .)))	"['<s>', 'But', ',', 'Ġseriously', ',', 'Ġin', 'Ġspite', 'Ġof', 'Ġwhat', 'ĠI', 'Ġheard', 'Ġyou', 'Ġsay', 'Ġto', 'Ġthe', 'Ġdetectives', ',', 'Ġyou', 'Ġsurely', 'Ġcannot', 'Ġstill', 'Ġbelieve', 'Ġin', 'Ġthe', 'Ġpossibility', 'Ġof', 'ĠAlfred', 'ĠIng', 'le', 'th', 'orp', ""'s"", 'Ġinnocence', '?""', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'He', 'Ġwas', 'Ġproven', 'Ġinnocent', 'Ġby', 'Ġthe', 'Ġdetectives', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0]
18	contradiction	telephone	contradiction	128555c	128555	well here in Colorado it's even worse because we have uh no fault	( ( ( well here ) ( in Colorado ) ) ( it ( ( 's ( even worse ) ) ( because ( we ( have ( uh ( no fault ) ) ) ) ) ) ) )	(ROOT (S (PP (ADVP (RB well) (RB here)) (IN in) (NP (NNP Colorado))) (NP (PRP it)) (VP (VBZ 's) (ADJP (RB even) (JJR worse)) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP have) (NP (INTJ (UH uh)) (NP (DT no) (NN fault)))))))))	It is better in Colorado as we don't have a fault. 	( It ( ( ( is ( better ( in Colorado ) ) ) ( as ( we ( ( do n't ) ( have ( a fault ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP It)) (VP (VBZ is) (ADJP (ADJP (JJR better)) (PP (IN in) (NP (NNP Colorado)))) (SBAR (IN as) (S (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT a) (NN fault))))))) (. .)))	"['<s>', 'well', 'Ġhere', 'Ġin', 'ĠColorado', 'Ġit', ""'s"", 'Ġeven', 'Ġworse', 'Ġbecause', 'Ġwe', 'Ġhave', 'Ġuh', 'Ġno', 'Ġfault', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]	"['<s>', 'It', 'Ġis', 'Ġbetter', 'Ġin', 'ĠColorado', 'Ġas', 'Ġwe', 'Ġdon', ""'t"", 'Ġhave', 'Ġa', 'Ġfault', '.', 'Ġ', '</s>']"	[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
19	contradiction	telephone	contradiction	99033c	99033	um uh you just exchange your insurance information	( um ( uh ( you ( just ( exchange ( your ( insurance information ) ) ) ) ) ) )	(ROOT (S (VP (VB um) (S (INTJ (UH uh)) (NP (PRP you)) (ADVP (RB just)) (VP (VB exchange) (NP (PRP$ your) (NN insurance) (NN information)))))))	Just keep your tax information to yourself.	( Just ( ( ( keep ( your ( tax information ) ) ) ( to yourself ) ) . ) )	(ROOT (S (ADVP (RB Just)) (VP (VB keep) (NP (PRP$ your) (NN tax) (NN information)) (PP (TO to) (NP (PRP yourself)))) (. .)))	['<s>', 'um', 'Ġuh', 'Ġyou', 'Ġjust', 'Ġexchange', 'Ġyour', 'Ġinsurance', 'Ġinformation', '</s>']	[0 0 0 0 0 0 0 0 0 0]	['<s>', 'Just', 'Ġkeep', 'Ġyour', 'Ġtax', 'Ġinformation', 'Ġto', 'Ġyourself', '.', '</s>']	[0 0 1 0 0 0 1 0 0 0]
20	contradiction	fiction	contradiction	84490c	84490	We can only find out through Whittington.	( We ( ( ( can only ) ( ( find out ) ( through Whittington ) ) ) . ) )	(ROOT (S (NP (PRP We)) (VP (MD can) (ADVP (RB only)) (VP (VB find) (PRT (RP out)) (PP (IN through) (NP (NNP Whittington))))) (. .)))	Whittington doesn't know the answers.	( Whittington ( ( ( does n't ) ( know ( the answers ) ) ) . ) )	(ROOT (S (NP (NNP Whittington)) (VP (VBZ does) (RB n't) (VP (VB know) (NP (DT the) (NNS answers)))) (. .)))	['<s>', 'We', 'Ġcan', 'Ġonly', 'Ġfind', 'Ġout', 'Ġthrough', 'ĠWh', 'itting', 'ton', '.', '</s>']	[0 0 0 0 0 0 1 0 0 0 0 0]	"['<s>', 'Wh', 'itting', 'ton', 'Ġdoesn', ""'t"", 'Ġknow', 'Ġthe', 'Ġanswers', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0]
21	contradiction	slate	contradiction	78328c	78328	The book that resulted,  Bosnia and the Failure of the West , is an unrelenting indictment of the international community's inability--or unwillingness--to step in and stop the killing.	( ( ( ( ( ( ( ( The book ) ( that resulted ) ) , ) Bosnia ) and ) ( ( the Failure ) ( of ( the West ) ) ) ) , ) ( ( is ( ( an ( unrelenting indictment ) ) ( of ( ( the ( international ( community 's ) ) ) ( ( inability ( -- ( or ( unwillingness -- ) ) ) ) ( to ( ( ( step in ) and ) ( stop ( the killing ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NP (DT The) (NN book)) (SBAR (WHNP (WDT that)) (S (VP (VBD resulted))))) (, ,) (NP (NNP Bosnia)) (CC and) (NP (NP (DT the) (NN Failure)) (PP (IN of) (NP (DT the) (NNP West)))) (, ,)) (VP (VBZ is) (NP (NP (DT an) (VBG unrelenting) (NN indictment)) (PP (IN of) (NP (NP (DT the) (JJ international) (NN community) (POS 's)) (NN inability) (PRN (: --) (CC or) (NP (NN unwillingness)) (: --)) (S (VP (TO to) (VP (VP (VB step) (PRT (RP in))) (CC and) (VP (VB stop) (NP (DT the) (NN killing)))))))))) (. .)))	Bosnia and the Failure of the West is a film.	( ( ( Bosnia and ) ( ( the Failure ) ( of ( the West ) ) ) ) ( ( is ( a film ) ) . ) )	(ROOT (S (NP (NP (NNP Bosnia)) (CC and) (NP (NP (DT the) (NN Failure)) (PP (IN of) (NP (DT the) (NNP West))))) (VP (VBZ is) (NP (DT a) (NN film))) (. .)))	"['<s>', 'The', 'Ġbook', 'Ġthat', 'Ġresulted', ',', 'Ġ', 'ĠBosnia', 'Ġand', 'Ġthe', 'ĠFailure', 'Ġof', 'Ġthe', 'ĠWest', 'Ġ,', 'Ġis', 'Ġan', 'Ġunrel', 'enting', 'Ġindictment', 'Ġof', 'Ġthe', 'Ġinternational', 'Ġcommunity', ""'s"", 'Ġinability', '--', 'or', 'Ġunwillingness', '--', 'to', 'Ġstep', 'Ġin', 'Ġand', 'Ġstop', 'Ġthe', 'Ġkilling', '.', '</s>']"	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 0 0]"	['<s>', 'B', 'os', 'nia', 'Ġand', 'Ġthe', 'ĠFailure', 'Ġof', 'Ġthe', 'ĠWest', 'Ġis', 'Ġa', 'Ġfilm', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
22	contradiction	travel	contradiction	41637c	41637	Only 35 minutes by ferry from Central, Lamma Island is perfect for swimming, hiking, picnicking, birdwatching, or just sitting back to watch the bananas grow.	( ( ( Only ( 35 minutes ) ) ( by ( ferry ( from Central ) ) ) ) ( , ( ( Lamma Island ) ( ( is ( perfect ( for ( ( ( ( ( ( ( ( ( swimming , ) hiking ) , ) picnicking ) , ) birdwatching ) , ) or ) ( just ( ( sitting back ) ( to ( watch ( ( the bananas ) grow ) ) ) ) ) ) ) ) ) . ) ) ) )	(ROOT (S (PP (NP (RB Only) (CD 35) (NNS minutes)) (IN by) (NP (NP (NN ferry)) (PP (IN from) (NP (NNP Central))))) (, ,) (NP (NNP Lamma) (NNP Island)) (VP (VBZ is) (ADJP (JJ perfect) (PP (IN for) (S (VP (VP (VBG swimming)) (, ,) (VP (VBG hiking)) (, ,) (VP (VBG picnicking)) (, ,) (VP (VBG birdwatching)) (, ,) (CC or) (VP (ADVP (RB just)) (VBG sitting) (PRT (RP back)) (S (VP (TO to) (VP (VB watch) (S (NP (DT the) (NNS bananas)) (VP (VB grow)))))))))))) (. .)))	Lamma Island is not a place where swimming can happen.	( ( Lamma Island ) ( ( ( ( is not ) ( a place ) ) ( where ( swimming ( can happen ) ) ) ) . ) )	(ROOT (S (NP (NNP Lamma) (NNP Island)) (VP (VBZ is) (RB not) (NP (DT a) (NN place)) (SBAR (WHADVP (WRB where)) (S (NP (NN swimming)) (VP (MD can) (VP (VB happen)))))) (. .)))	['<s>', 'Only', 'Ġ35', 'Ġminutes', 'Ġby', 'Ġferry', 'Ġfrom', 'ĠCentral', ',', 'ĠLam', 'ma', 'ĠIsland', 'Ġis', 'Ġperfect', 'Ġfor', 'Ġswimming', ',', 'Ġhiking', ',', 'Ġpic', 'n', 'icking', ',', 'Ġbird', 'watching', ',', 'Ġor', 'Ġjust', 'Ġsitting', 'Ġback', 'Ġto', 'Ġwatch', 'Ġthe', 'Ġbananas', 'Ġgrow', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'L', 'am', 'ma', 'ĠIsland', 'Ġis', 'Ġnot', 'Ġa', 'Ġplace', 'Ġwhere', 'Ġswimming', 'Ġcan', 'Ġhappen', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
23	contradiction	slate	contradiction	17394c	17394	But if Gore doesn't learn to stop talking like a used car salesman, nobody's going to be listening.	( But ( ( if ( Gore ( ( does n't ) ( learn ( to ( stop ( talking ( like ( a ( used ( car salesman ) ) ) ) ) ) ) ) ) ) ) ( , ( nobody ( ( 's ( going ( to ( be listening ) ) ) ) . ) ) ) ) )	(ROOT (S (CC But) (SBAR (IN if) (S (NP (NNP Gore)) (VP (VBZ does) (RB n't) (VP (VB learn) (S (VP (TO to) (VP (VB stop) (S (VP (VBG talking) (PP (IN like) (NP (DT a) (JJ used) (NN car) (NN salesman)))))))))))) (, ,) (NP (NN nobody)) (VP (VBZ 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBG listening))))))) (. .)))	Everyone listens to Gore's eloquent speeches. 	( Everyone ( ( listens ( to ( ( Gore 's ) ( eloquent speeches ) ) ) ) . ) )	(ROOT (S (NP (NN Everyone)) (VP (VBZ listens) (PP (TO to) (NP (NP (NNP Gore) (POS 's)) (JJ eloquent) (NNS speeches)))) (. .)))	"['<s>', 'But', 'Ġif', 'ĠGore', 'Ġdoesn', ""'t"", 'Ġlearn', 'Ġto', 'Ġstop', 'Ġtalking', 'Ġlike', 'Ġa', 'Ġused', 'Ġcar', 'Ġsalesman', ',', 'Ġnobody', ""'s"", 'Ġgoing', 'Ġto', 'Ġbe', 'Ġlistening', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]	"['<s>', 'Everyone', 'Ġlistens', 'Ġto', 'ĠGore', ""'s"", 'Ġeloqu', 'ent', 'Ġspeeches', '.', 'Ġ', '</s>']"	[0 0 0 1 0 0 0 0 0 0 0 0]
24	contradiction	government	contradiction	61583c	61583	studies in American emergency settings have provided inconclusive evidence that brief intervention works.	( ( studies ( in ( American ( emergency settings ) ) ) ) ( ( have ( ( provided ( inconclusive evidence ) ) ( that ( ( brief intervention ) works ) ) ) ) . ) )	(ROOT (S (NP (NP (NNS studies)) (PP (IN in) (NP (JJ American) (NN emergency) (NNS settings)))) (VP (VBP have) (VP (VBN provided) (NP (JJ inconclusive) (NN evidence)) (SBAR (IN that) (S (NP (JJ brief) (NN intervention)) (VP (VBZ works)))))) (. .)))	Brief intervention works quite effectively according to studies.	( ( Brief intervention ) ( ( ( works ( quite effectively ) ) ( according ( to studies ) ) ) . ) )	(ROOT (S (NP (NN Brief) (NN intervention)) (VP (VBZ works) (ADVP (RB quite) (RB effectively)) (PP (VBG according) (PP (TO to) (NP (NNS studies))))) (. .)))	['<s>', 'stud', 'ies', 'Ġin', 'ĠAmerican', 'Ġemergency', 'Ġsettings', 'Ġhave', 'Ġprovided', 'Ġincon', 'clusive', 'Ġevidence', 'Ġthat', 'Ġbrief', 'Ġintervention', 'Ġworks', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'B', 'rief', 'Ġintervention', 'Ġworks', 'Ġquite', 'Ġeffectively', 'Ġaccording', 'Ġto', 'Ġstudies', '.', '</s>']	[0 1 1 0 1 0 0 0 0 0 0 0]
25	contradiction	government	contradiction	17726c	17726	He wondered how much of what we learn from the injury patients can be applied to patients who are not injured.	( He ( ( wondered ( ( ( how much ) ( of what ) ) ( we ( learn ( from ( ( the injury ) ( patients ( can ( be ( applied ( to ( patients ( who ( ( are not ) injured ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD wondered) (SBAR (WHNP (WHNP (WRB how) (RB much)) (WHPP (IN of) (WHNP (WP what)))) (S (NP (PRP we)) (VP (VBP learn) (PP (IN from) (NP (NP (DT the) (NN injury)) (SBAR (S (NP (NNS patients)) (VP (MD can) (VP (VB be) (VP (VBN applied) (PP (TO to) (NP (NP (NNS patients)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (RB not) (VP (VBN injured)))))))))))))))))) (. .)))	He did not think of the injury patients.	( He ( ( ( did not ) ( think ( of ( the ( injury patients ) ) ) ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD did) (RB not) (VP (VB think) (PP (IN of) (NP (DT the) (NN injury) (NNS patients))))) (. .)))	['<s>', 'He', 'Ġwondered', 'Ġhow', 'Ġmuch', 'Ġof', 'Ġwhat', 'Ġwe', 'Ġlearn', 'Ġfrom', 'Ġthe', 'Ġinjury', 'Ġpatients', 'Ġcan', 'Ġbe', 'Ġapplied', 'Ġto', 'Ġpatients', 'Ġwho', 'Ġare', 'Ġnot', 'Ġinjured', '.', '</s>']	[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0]	['<s>', 'He', 'Ġdid', 'Ġnot', 'Ġthink', 'Ġof', 'Ġthe', 'Ġinjury', 'Ġpatients', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0]
